name,date,type,comment,potentials
2016-12-19-New-posting-for-Ni-Nb,2016-12-19,new posting,New posting for Ni-Nb,"[{'id': '2016--Zhang-Y-Ashcraft-R-Mendelev-M-I-et-al--Ni-Nb', 'key': '6c80d706-991c-4696-a552-89f2df2368f5', 'dois': ['10.1063/1.4968212'], 'elements': ['Ni', 'Nb'], 'othername': None, 'fictional': False}]"
2016-12-19-New-posting-for-Zr-Nb,2016-12-19,new posting,New posting for Zr-Nb,"[{'id': '2017--Smirnova-D-E-Starikov-S-V--Zr-Nb', 'key': 'c571702e-8d42-433b-8678-c48b1868178d', 'dois': ['10.1016/j.commatsci.2016.12.016'], 'elements': ['Zr', 'Nb'], 'othername': None, 'fictional': False}]"
2017-02-01 New posting for Ce-O,2017-02-01,new posting,New posting for Ce-O,"[{'id': '2015--Broqvist-P-Kullgren-J-Wolf-M-J-et-al--Ce-O', 'key': '898da38c-c94b-4254-b480-35f3b1ab22ac', 'dois': ['10.1021/acs.jpcc.5b01597'], 'elements': ['Ce', 'O'], 'othername': None, 'fictional': False}]"
2017-02-01 New postings for Fe,2017-02-01,new posting,New postings for Fe,"[{'id': '2010--Malerba-L-Marinica-M-C-Anento-N-et-al--Fe', 'key': '9155f279-c246-4108-bfe4-1db2fcf21959', 'dois': ['10.1016/j.jnucmat.2010.05.017'], 'elements': ['Fe'], 'othername': None, 'fictional': False}, {'id': '2012--Proville-L-Rodney-D-Marinica-M-C--Fe', 'key': '8d55ef4d-6451-453e-b636-5ff1e2552d18', 'dois': ['10.1038/nmat3401'], 'elements': ['Fe'], 'othername': None, 'fictional': False}]"
2017-02-01 New postings for W,2017-02-01,new posting,New postings for W,"[{'id': '2013--Marinica-M-C-Ventelon-L-Gilbert-M-R-et-al--W-2', 'key': '35eb4e57-5629-4b16-a21d-f87367d10a51', 'dois': ['10.1088/0953-8984/25/39/395502'], 'elements': ['W'], 'othername': None, 'fictional': False}, {'id': '2013--Marinica-M-C-Ventelon-L-Gilbert-M-R-et-al--W-3', 'key': '1d38de3b-e3c6-482f-a97c-84acf5042046', 'dois': ['10.1088/0953-8984/25/39/395502'], 'elements': ['W'], 'othername': None, 'fictional': False}, {'id': '2013--Marinica-M-C-Ventelon-L-Gilbert-M-R-et-al--W-4', 'key': '30656327-03f8-4bc5-ae74-aa3ed1788ce2', 'dois': ['10.1088/0953-8984/25/39/395502'], 'elements': ['W'], 'othername': None, 'fictional': False}]"
2017-02-01 Updated publication information,2017-02-01,updated posting,Updated publication information,"[{'id': '2017--Smirnova-D-E-Starikov-S-V--Zr-Nb', 'key': 'c571702e-8d42-433b-8678-c48b1868178d', 'dois': ['10.1016/j.commatsci.2016.12.016'], 'elements': ['Zr', 'Nb'], 'othername': None, 'fictional': False}]"
2017-02-01-New-posting-for-Ce-O,2017-02-01,new posting,New posting for Ce-O,"[{'id': '2015--Broqvist-P-Kullgren-J-Wolf-M-J-et-al--Ce-O', 'key': '898da38c-c94b-4254-b480-35f3b1ab22ac', 'dois': ['10.1021/acs.jpcc.5b01597'], 'elements': ['Ce', 'O'], 'othername': None, 'fictional': False}]"
2017-02-01-New-postings-for-Fe,2017-02-01,new posting,New postings for Fe,"[{'id': '2010--Malerba-L-Marinica-M-C-Anento-N-et-al--Fe', 'key': '9155f279-c246-4108-bfe4-1db2fcf21959', 'dois': ['10.1016/j.jnucmat.2010.05.017'], 'elements': ['Fe'], 'othername': None, 'fictional': False}, {'id': '2012--Proville-L-Rodney-D-Marinica-M-C--Fe', 'key': '8d55ef4d-6451-453e-b636-5ff1e2552d18', 'dois': ['10.1038/nmat3401'], 'elements': ['Fe'], 'othername': None, 'fictional': False}]"
2017-02-01-New-postings-for-W,2017-02-01,new posting,New postings for W,"[{'id': '2013--Marinica-M-C-Ventelon-L-Gilbert-M-R-et-al--W-2', 'key': '35eb4e57-5629-4b16-a21d-f87367d10a51', 'dois': ['10.1088/0953-8984/25/39/395502'], 'elements': ['W'], 'othername': None, 'fictional': False}, {'id': '2013--Marinica-M-C-Ventelon-L-Gilbert-M-R-et-al--W-3', 'key': '1d38de3b-e3c6-482f-a97c-84acf5042046', 'dois': ['10.1088/0953-8984/25/39/395502'], 'elements': ['W'], 'othername': None, 'fictional': False}, {'id': '2013--Marinica-M-C-Ventelon-L-Gilbert-M-R-et-al--W-4', 'key': '30656327-03f8-4bc5-ae74-aa3ed1788ce2', 'dois': ['10.1088/0953-8984/25/39/395502'], 'elements': ['W'], 'othername': None, 'fictional': False}]"
2017-02-01-Updated-publication-information,2017-02-01,updated posting,Updated publication information,"[{'id': '2017--Smirnova-D-E-Starikov-S-V--Zr-Nb', 'key': 'c571702e-8d42-433b-8678-c48b1868178d', 'dois': ['10.1016/j.commatsci.2016.12.016'], 'elements': ['Zr', 'Nb'], 'othername': None, 'fictional': False}]"
2017-02-24 New postings for Fe-Mg,2017-02-24,new posting,New postings for Fe-Mg,"[{'id': '2017--Wang-P-Xu-S-Liu-J-et-al--TWIP', 'key': '4a8890c8-1ff4-4346-bdd7-72250e853a56', 'dois': ['10.1016/j.jmps.2016.09.008'], 'elements': ['Fe', 'Mn'], 'othername': 'TWIP', 'fictional': False}]"
2017-02-24-New-postings-for-Fe-Mg,2017-02-24,new posting,New postings for Fe-Mg,"[{'id': '2017--Wang-P-Xu-S-Liu-J-et-al--TWIP', 'key': '4a8890c8-1ff4-4346-bdd7-72250e853a56', 'dois': ['10.1016/j.jmps.2016.09.008'], 'elements': ['Fe', 'Mn'], 'othername': 'TWIP', 'fictional': False}]"
2017-02-25 New postings for Au and Al,2017-02-25,new posting,New postings for Au and Al,"[{'id': '2009--Zhakhovskii-V-V-Inogamov-N-A-Petrov-Y-V-et-al--Au', 'key': 'dd5ace05-9089-4586-a1a9-a8a7ac3f4695', 'dois': ['10.1016/j.apsusc.2009.04.082'], 'elements': ['Au'], 'othername': None, 'fictional': False}, {'id': '2009--Zhakhovskii-V-V-Inogamov-N-A-Petrov-Y-V-et-al--Al', 'key': '3facf2af-9356-4264-b887-06049430defa', 'dois': ['10.1016/j.apsusc.2009.04.082'], 'elements': ['Al'], 'othername': None, 'fictional': False}]"
2017-02-25-New-postings-for-Au-and-Al,2017-02-25,new posting,New postings for Au and Al,"[{'id': '2009--Zhakhovskii-V-V-Inogamov-N-A-Petrov-Y-V-et-al--Au', 'key': 'dd5ace05-9089-4586-a1a9-a8a7ac3f4695', 'dois': ['10.1016/j.apsusc.2009.04.082'], 'elements': ['Au'], 'othername': None, 'fictional': False}, {'id': '2009--Zhakhovskii-V-V-Inogamov-N-A-Petrov-Y-V-et-al--Al', 'key': '3facf2af-9356-4264-b887-06049430defa', 'dois': ['10.1016/j.apsusc.2009.04.082'], 'elements': ['Al'], 'othername': None, 'fictional': False}]"
"2017-05-25 New postings for Cu, Fe and Ni",2017-05-25,new posting,"New postings for Cu, Fe and Ni","[{'id': '2015--Asadi-E-Zaeem-M-A-Nouranian-S-Baskes-M-I--Cu', 'key': '68561e5b-0d66-454b-9bf5-379f34026015', 'dois': ['10.1016/j.actamat.2014.12.010'], 'elements': ['Cu'], 'othername': None, 'fictional': False}, {'id': '2015--Asadi-E-Zaeem-M-A-Nouranian-S-Baskes-M-I--Fe', 'key': '10248ab9-24c0-4680-a184-96c05df5900f', 'dois': ['10.1103/physrevb.91.024105'], 'elements': ['Fe'], 'othername': None, 'fictional': False}, {'id': '2015--Asadi-E-Zaeem-M-A-Nouranian-S-Baskes-M-I--Ni', 'key': '33020b5f-4d8d-40e8-87a8-6c1f9bf9ab2c', 'dois': ['10.1016/j.actamat.2014.12.010'], 'elements': ['Ni'], 'othername': None, 'fictional': False}]"
2017-05-25-New-postings-for-Cu-Fe-and-Ni,2017-05-25,new posting,"New postings for Cu, Fe and Ni","[{'id': '2015--Asadi-E-Zaeem-M-A-Nouranian-S-Baskes-M-I--Cu', 'key': '68561e5b-0d66-454b-9bf5-379f34026015', 'dois': ['10.1016/j.actamat.2014.12.010'], 'elements': ['Cu'], 'othername': None, 'fictional': False}, {'id': '2015--Asadi-E-Zaeem-M-A-Nouranian-S-Baskes-M-I--Fe', 'key': '10248ab9-24c0-4680-a184-96c05df5900f', 'dois': ['10.1103/physrevb.91.024105'], 'elements': ['Fe'], 'othername': None, 'fictional': False}, {'id': '2015--Asadi-E-Zaeem-M-A-Nouranian-S-Baskes-M-I--Ni', 'key': '33020b5f-4d8d-40e8-87a8-6c1f9bf9ab2c', 'dois': ['10.1016/j.actamat.2014.12.010'], 'elements': ['Ni'], 'othername': None, 'fictional': False}]"
2017-08-02 New posting for Li-S,2017-08-02,new posting,New posting for Li-S,"[{'id': '2015--Islam-M-M-Ostadhossein-A-Borodin-O-et-al--Li-S', 'key': 'e452f7d1-1cce-4811-8604-d29ea8194c90', 'dois': ['10.1039/c4cp04532g'], 'elements': ['Li', 'S'], 'othername': None, 'fictional': False}]"
2017-08-02-New-posting-for-Li-S,2017-08-02,new posting,New posting for Li-S,"[{'id': '2015--Islam-M-M-Ostadhossein-A-Borodin-O-et-al--Li-S', 'key': 'e452f7d1-1cce-4811-8604-d29ea8194c90', 'dois': ['10.1039/c4cp04532g'], 'elements': ['Li', 'S'], 'othername': None, 'fictional': False}]"
2017-08-23 Added LAMMPS-compatible format,2017-08-23,updated posting,Added LAMMPS-compatible format,"[{'id': '2006--Chamati-H-Papanicolaou-N-I-Mishin-Y-Papaconstantopoulos-D-A--Fe', 'key': '3837b6da-05c4-4148-97cd-90b26a2092df', 'dois': ['10.1016/j.susc.2006.02.010'], 'elements': ['Fe'], 'othername': None, 'fictional': False}]"
2017-08-23-Added-LAMMPS-compatible-format,2017-08-23,updated posting,Added LAMMPS-compatible format,"[{'id': '2006--Chamati-H-Papanicolaou-N-I-Mishin-Y-Papaconstantopoulos-D-A--Fe', 'key': '3837b6da-05c4-4148-97cd-90b26a2092df', 'dois': ['10.1016/j.susc.2006.02.010'], 'elements': ['Fe'], 'othername': None, 'fictional': False}]"
2017-10-12 New posting for Au,2017-10-12,new posting,New posting for Au,"[{'id': '2017--Purja-Pun-G-P--Au', 'key': 'ef908258-25d1-439e-8223-3bf4df924ed0', 'dois': [], 'elements': ['Au'], 'othername': None, 'fictional': False}]"
2017-10-12 New posting for Cu-Zr,2017-10-12,new posting,New posting for Cu-Zr,"[{'id': '2016--Borovikov-V-Mendelev-M-I-King-A-H--Cu-Zr', 'key': '4fc0f7d5-dff6-4de7-8567-d9e87746cb2c', 'dois': ['10.1088/0965-0393/24/8/085017'], 'elements': ['Cu', 'Zr'], 'othername': None, 'fictional': False}]"
2017-10-12 Updated comments and composition description (from Fe-Mn to TWIP) to address confusion abo,2017-10-12,updated posting,Updated comments and composition description (from Fe-Mn to TWIP) to address confusion about appropriate use of the potential,"[{'id': '2017--Wang-P-Xu-S-Liu-J-et-al--TWIP', 'key': '4a8890c8-1ff4-4346-bdd7-72250e853a56', 'dois': ['10.1016/j.jmps.2016.09.008'], 'elements': ['Fe', 'Mn'], 'othername': 'TWIP', 'fictional': False}]"
2017-10-12-New-posting-for-Au,2017-10-12,new posting,New posting for Au,"[{'id': '2017--Purja-Pun-G-P--Au', 'key': 'ef908258-25d1-439e-8223-3bf4df924ed0', 'dois': [], 'elements': ['Au'], 'othername': None, 'fictional': False}]"
2017-10-12-New-posting-for-Cu-Zr,2017-10-12,new posting,New posting for Cu-Zr,"[{'id': '2016--Borovikov-V-Mendelev-M-I-King-A-H--Cu-Zr', 'key': '4fc0f7d5-dff6-4de7-8567-d9e87746cb2c', 'dois': ['10.1088/0965-0393/24/8/085017'], 'elements': ['Cu', 'Zr'], 'othername': None, 'fictional': False}]"
2017-10-12-Updated-comments-and-composition-description-(from-Fe-Mn-to-TWIP)-to-address-confusion-abo,2017-10-12,updated posting,Updated comments and composition description (from Fe-Mn to TWIP) to address confusion about appropriate use of the potential,"[{'id': '2017--Wang-P-Xu-S-Liu-J-et-al--TWIP', 'key': '4a8890c8-1ff4-4346-bdd7-72250e853a56', 'dois': ['10.1016/j.jmps.2016.09.008'], 'elements': ['Fe', 'Mn'], 'othername': 'TWIP', 'fictional': False}]"
2017-11-13 Added LAMMPS-compatible formats that include short-range interactions for radiation studie,2017-11-13,updated posting,Added LAMMPS-compatible formats that include short-range interactions for radiation studies,"[{'id': '1995--Ackland-G-J-Wooding-S-J-Bacon-D-J--Zr', 'key': 'c754e222-3417-45d9-a7a3-1d399ea72c1e', 'dois': ['10.1080/01418619508244468'], 'elements': ['Zr'], 'othername': None, 'fictional': False}, {'id': '2003--Han-S-Zepeda-Ruiz-L-A-Ackland-G-J-et-al--V', 'key': '04ad93c0-31f0-413f-a6f0-a68f2e709b8f', 'dois': ['10.1063/1.1555275'], 'elements': ['V'], 'othername': None, 'fictional': False}]"
2017-11-13 Added new LAMMPS-compatible versions that include short-range interactions for radiation s,2017-11-13,updated posting,Added new LAMMPS-compatible versions that include short-range interactions for radiation studies,"[{'id': '1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Ag', 'key': 'dc4149ce-3592-4131-8683-ecf654d5a519', 'dois': ['10.1080/01418618708204485'], 'elements': ['Ag'], 'othername': None, 'fictional': False}, {'id': '1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Au', 'key': '25899e46-6992-460a-b1c7-fb2704629e9f', 'dois': ['10.1080/01418618708204485'], 'elements': ['Au'], 'othername': None, 'fictional': False}, {'id': '1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Cu', 'key': '41ea33df-5737-4c25-b94c-a708f063f26f', 'dois': ['10.1080/01418618708204485'], 'elements': ['Cu'], 'othername': None, 'fictional': False}, {'id': '1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Ni', 'key': '6fbc40e6-1388-4988-87d5-88805b1b3690', 'dois': ['10.1080/01418618708204485'], 'elements': ['Ni'], 'othername': None, 'fictional': False}, {'id': '1992--Ackland-G-J--Ti', 'key': '8a634ace-23df-4e28-8041-007bd0e11cfb', 'dois': ['10.1080/01418619208247999'], 'elements': ['Ti'], 'othername': None, 'fictional': False}]"
2017-11-13 Changed publication information with new citation and added new LAMMPS conversions that re,2017-11-13,updated posting,Changed publication information with new citation and added new LAMMPS conversions that remove a spurious oscillation period,"[{'id': '2016--Nichol-A-Ackland-G-J--Cs', 'key': 'ca73cf4e-aaae-40f6-9592-6f28abc18029', 'dois': ['10.1103/physrevb.93.184101'], 'elements': ['Cs'], 'othername': None, 'fictional': False}, {'id': '2016--Nichol-A-Ackland-G-J--K', 'key': '3957686c-62de-4eee-af2c-435a4527ba4a', 'dois': ['10.1103/physrevb.93.184101'], 'elements': ['K'], 'othername': None, 'fictional': False}, {'id': '2016--Nichol-A-Ackland-G-J--Li', 'key': '5db4343e-0340-43bd-8a36-b42fa75e2c33', 'dois': ['10.1103/physrevb.93.184101'], 'elements': ['Li'], 'othername': None, 'fictional': False}, {'id': '2016--Nichol-A-Ackland-G-J--Na', 'key': 'd3ec6aef-1fc5-4151-a290-6e61acd25a77', 'dois': ['10.1103/physrevb.93.184101'], 'elements': ['Na'], 'othername': None, 'fictional': False}, {'id': '2016--Nichol-A-Ackland-G-J--Rb', 'key': 'd29d05b2-33eb-402e-98b2-3e52c8d3db9a', 'dois': ['10.1103/physrevb.93.184101'], 'elements': ['Rb'], 'othername': None, 'fictional': False}]"
2017-11-13 LAMMPS-compatible format retracted as it was identified as having an incorrect functional ,2017-11-13,retraction,LAMMPS-compatible format retracted as it was identified as having an incorrect functional form,"[{'id': '1987--Ackland-G-J-Thetford-R--Mo', 'key': 'ff748ef8-f019-42b2-bdda-b5b5cadd6264', 'dois': ['10.1080/01418618708204464'], 'elements': ['Mo'], 'othername': None, 'fictional': False}]"
2017-11-13 New posting for Au-Si,2017-11-13,new posting,New posting for Au-Si,"[{'id': '2018--Starikov-S-V-Lopanitsyna-N-Y-Smirnova-D-E-Makarov-S-V--Si-Au', 'key': 'a467c165-fb49-40e6-88ff-644eb1b639bd', 'dois': ['10.1016/j.commatsci.2017.09.054'], 'elements': ['Si', 'Au'], 'othername': None, 'fictional': False}]"
2017-11-13 New posting for Cu,2017-11-13,new posting,New posting for Cu,"[{'id': '1990--Ackland-G-J-Vitek-V--Cu', 'key': 'e7b1de06-c5f5-44de-9bfe-1cdf769814dc', 'dois': ['10.1103/physrevb.41.10324'], 'elements': ['Cu'], 'othername': None, 'fictional': False}]"
2017-11-13 New posting for Fe-Cr,2017-11-13,new posting,New posting for Fe-Cr,"[{'id': '2011--Bonny-G-Pasianot-R-C-Terentyev-D-Malerba-L--Fe-Cr', 'key': 'c42c513a-f843-41c4-ba4f-3f31316c6a7b', 'dois': ['10.1080/14786435.2010.545780'], 'elements': ['Fe', 'Cr'], 'othername': None, 'fictional': False}]"
2017-11-13 New posting for W-Re,2017-11-13,new posting,New posting for W-Re,"[{'id': '2017--Bonny-G-Bakaev-A-Terentyev-D-Mastrikov-Y-A--W-Re', 'key': '57fe7a02-b8ad-4362-b98f-6439c9ad14dd', 'dois': ['10.1063/1.4982361'], 'elements': ['W', 'Re'], 'othername': None, 'fictional': False}]"
2017-11-13-Added-LAMMPS-compatible-formats-that-include-short-range-interactions-for-radiation-studie,2017-11-13,updated posting,Added LAMMPS-compatible formats that include short-range interactions for radiation studies,"[{'id': '1995--Ackland-G-J-Wooding-S-J-Bacon-D-J--Zr', 'key': 'c754e222-3417-45d9-a7a3-1d399ea72c1e', 'dois': ['10.1080/01418619508244468'], 'elements': ['Zr'], 'othername': None, 'fictional': False}, {'id': '2003--Han-S-Zepeda-Ruiz-L-A-Ackland-G-J-et-al--V', 'key': '04ad93c0-31f0-413f-a6f0-a68f2e709b8f', 'dois': ['10.1063/1.1555275'], 'elements': ['V'], 'othername': None, 'fictional': False}]"
2017-11-13-Added-new-LAMMPS-compatible-versions-that-include-short-range-interactions-for-radiation-s,2017-11-13,updated posting,Added new LAMMPS-compatible versions that include short-range interactions for radiation studies,"[{'id': '1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Ag', 'key': 'dc4149ce-3592-4131-8683-ecf654d5a519', 'dois': ['10.1080/01418618708204485'], 'elements': ['Ag'], 'othername': None, 'fictional': False}, {'id': '1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Au', 'key': '25899e46-6992-460a-b1c7-fb2704629e9f', 'dois': ['10.1080/01418618708204485'], 'elements': ['Au'], 'othername': None, 'fictional': False}, {'id': '1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Cu', 'key': '41ea33df-5737-4c25-b94c-a708f063f26f', 'dois': ['10.1080/01418618708204485'], 'elements': ['Cu'], 'othername': None, 'fictional': False}, {'id': '1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Ni', 'key': '6fbc40e6-1388-4988-87d5-88805b1b3690', 'dois': ['10.1080/01418618708204485'], 'elements': ['Ni'], 'othername': None, 'fictional': False}, {'id': '1992--Ackland-G-J--Ti', 'key': '8a634ace-23df-4e28-8041-007bd0e11cfb', 'dois': ['10.1080/01418619208247999'], 'elements': ['Ti'], 'othername': None, 'fictional': False}]"
2017-11-13-Changed-publication-information-with-new-citation-and-added-new-LAMMPS-conversions-that-re,2017-11-13,updated posting,Changed publication information with new citation and added new LAMMPS conversions that remove a spurious oscillation period,"[{'id': '2016--Nichol-A-Ackland-G-J--Cs', 'key': 'ca73cf4e-aaae-40f6-9592-6f28abc18029', 'dois': ['10.1103/physrevb.93.184101'], 'elements': ['Cs'], 'othername': None, 'fictional': False}, {'id': '2016--Nichol-A-Ackland-G-J--K', 'key': '3957686c-62de-4eee-af2c-435a4527ba4a', 'dois': ['10.1103/physrevb.93.184101'], 'elements': ['K'], 'othername': None, 'fictional': False}, {'id': '2016--Nichol-A-Ackland-G-J--Li', 'key': '5db4343e-0340-43bd-8a36-b42fa75e2c33', 'dois': ['10.1103/physrevb.93.184101'], 'elements': ['Li'], 'othername': None, 'fictional': False}, {'id': '2016--Nichol-A-Ackland-G-J--Na', 'key': 'd3ec6aef-1fc5-4151-a290-6e61acd25a77', 'dois': ['10.1103/physrevb.93.184101'], 'elements': ['Na'], 'othername': None, 'fictional': False}, {'id': '2016--Nichol-A-Ackland-G-J--Rb', 'key': 'd29d05b2-33eb-402e-98b2-3e52c8d3db9a', 'dois': ['10.1103/physrevb.93.184101'], 'elements': ['Rb'], 'othername': None, 'fictional': False}]"
2017-11-13-LAMMPS-compatible-format-retracted-as-it-was-identified-as-having-an-incorrect-functional,2017-11-13,retraction,LAMMPS-compatible format retracted as it was identified as having an incorrect functional form,"[{'id': '1987--Ackland-G-J-Thetford-R--Mo', 'key': 'ff748ef8-f019-42b2-bdda-b5b5cadd6264', 'dois': ['10.1080/01418618708204464'], 'elements': ['Mo'], 'othername': None, 'fictional': False}]"
2017-11-13-New-posting-for-Au-Si,2017-11-13,new posting,New posting for Au-Si,"[{'id': '2018--Starikov-S-V-Lopanitsyna-N-Y-Smirnova-D-E-Makarov-S-V--Si-Au', 'key': 'a467c165-fb49-40e6-88ff-644eb1b639bd', 'dois': ['10.1016/j.commatsci.2017.09.054'], 'elements': ['Si', 'Au'], 'othername': None, 'fictional': False}]"
2017-11-13-New-posting-for-Cu,2017-11-13,new posting,New posting for Cu,"[{'id': '1990--Ackland-G-J-Vitek-V--Cu', 'key': 'e7b1de06-c5f5-44de-9bfe-1cdf769814dc', 'dois': ['10.1103/physrevb.41.10324'], 'elements': ['Cu'], 'othername': None, 'fictional': False}]"
2017-11-13-New-posting-for-Fe-Cr,2017-11-13,new posting,New posting for Fe-Cr,"[{'id': '2011--Bonny-G-Pasianot-R-C-Terentyev-D-Malerba-L--Fe-Cr', 'key': 'c42c513a-f843-41c4-ba4f-3f31316c6a7b', 'dois': ['10.1080/14786435.2010.545780'], 'elements': ['Fe', 'Cr'], 'othername': None, 'fictional': False}]"
2017-11-13-New-posting-for-W-Re,2017-11-13,new posting,New posting for W-Re,"[{'id': '2017--Bonny-G-Bakaev-A-Terentyev-D-Mastrikov-Y-A--W-Re', 'key': '57fe7a02-b8ad-4362-b98f-6439c9ad14dd', 'dois': ['10.1063/1.4982361'], 'elements': ['W', 'Re'], 'othername': None, 'fictional': False}]"
2017-12-18 New posting for U-Mo,2017-12-18,new posting,New posting for U-Mo,"[{'id': '2018--Starikov-S-V-Kolotova-L-N-Kuksin-A-Y-et-al--U-Mo', 'key': '0363c268-9d42-4d82-9cc7-5a610c707c6c', 'dois': ['10.1016/j.jnucmat.2017.11.047'], 'elements': ['U', 'Mo'], 'othername': None, 'fictional': False}]"
2017-12-18-New-posting-for-U-Mo,2017-12-18,new posting,New posting for U-Mo,"[{'id': '2018--Starikov-S-V-Kolotova-L-N-Kuksin-A-Y-et-al--U-Mo', 'key': '0363c268-9d42-4d82-9cc7-5a610c707c6c', 'dois': ['10.1016/j.jnucmat.2017.11.047'], 'elements': ['U', 'Mo'], 'othername': None, 'fictional': False}]"
2018-02-15 New posting for Ni-Ti-V,2018-02-15,new posting,New posting for Ni-Ti-V,"[{'id': '2017--Maisel-S-B-Ko-W-S-Zhang-J-L-et-al--V-Ni-Ti', 'key': 'a24dc04d-afe4-4d8b-a2e5-8202e1c073c4', 'dois': ['10.1103/physrevmaterials.1.033610'], 'elements': ['V', 'Ni', 'Ti'], 'othername': None, 'fictional': False}]"
2018-02-15-New-posting-for-Ni-Ti-V,2018-02-15,new posting,New posting for Ni-Ti-V,"[{'id': '2017--Maisel-S-B-Ko-W-S-Zhang-J-L-et-al--V-Ni-Ti', 'key': 'a24dc04d-afe4-4d8b-a2e5-8202e1c073c4', 'dois': ['10.1103/physrevmaterials.1.033610'], 'elements': ['V', 'Ni', 'Ti'], 'othername': None, 'fictional': False}]"
